2017-04-17 00:00:00,3572756.9835748216
2017-04-18 00:00:00,3779873.3304487243
2017-04-19 00:00:00,3702204.7003710107
2017-04-20 00:00:00,3598646.5269340593
2017-04-21 00:00:00,4323553.740992717
2017-04-22 00:00:00,3753983.787089486
2017-04-23 00:00:00,3961100.1339633884
2017-04-24 00:00:00,3210303.3765454916
2017-04-25 00:00:00,3831652.4171672
2017-04-26 00:00:00,3961100.1339633884
2017-04-27 00:00:00,3814281.6336960737
2017-04-28 00:00:00,3528859.198521538
2017-04-29 00:00:00,4488916.480472251
2017-04-30 00:00:00,3918071.610123178
2017-05-01 00:00:00,3892124.116016402
2017-05-02 00:00:00,4099704.068870609
2017-05-03 00:00:00,3425069.2220944343
2017-05-04 00:00:00,4359179.00993837
2017-05-05 00:00:00,3347226.7397741056
2017-05-06 00:00:00,4359179.00993837
2017-05-07 00:00:00,4333231.515831594
2017-05-08 00:00:00,4670548.939219682
2017-05-09 00:00:00,4021861.5865502814
2017-05-10 00:00:00,4119773.00240534
2017-05-11 00:00:00,3757901.0494913575
2017-05-12 00:00:00,4286790.826827179
2017-05-13 00:00:00,4398136.043108403
2017-05-14 00:00:00,4565153.867530242
2017-05-15 00:00:00,4732171.69195208
2017-05-16 00:00:00,3674392.137280439
2017-05-17 00:00:00,4314627.130897485
2017-05-18 00:00:00,3952755.177983502
2017-05-19 00:00:00,4565153.867530242
2017-05-20 00:00:00,4592990.171600548
2017-05-21 00:00:00,4091936.6983350343
2017-05-22 00:00:00,4064100.3942647274
2017-05-23 00:00:00,4976737.781652192
2017-05-24 00:00:00,4562009.633181176
2017-05-25 00:00:00,4828620.585769686
2017-05-26 00:00:00,4532386.194004675
2017-05-27 00:00:00,4976737.781652192
2017-05-28 00:00:00,4887867.464122689
2017-05-29 00:00:00,4473139.315651673
2017-05-30 00:00:00,5302595.612593705
2017-05-31 00:00:00,4858244.024946185
2017-06-01 00:00:00,5035984.660005195
2017-06-02 00:00:00,4325022.119769167
2017-06-03 00:00:00,5687700.321888219
2017-06-04 00:00:00,5432357.041848143
2017-06-05 00:00:00,5533581.086106182
2017-06-06 00:00:00,5094943.560988008
2017-06-07 00:00:00,5567322.434192196
2017-06-08 00:00:00,5567322.434192196
2017-06-09 00:00:00,5094943.560988008
2017-06-10 00:00:00,4757530.080127876
2017-06-11 00:00:00,4926236.820557944
2017-06-12 00:00:00,4959978.168643956
2017-06-13 00:00:00,4757530.080127876
2017-06-14 00:00:00,4723788.732041863
2017-06-15 00:00:00,5162426.257160036
2017-06-16 00:00:00,4993719.5167299695
2017-06-17 00:00:00,5129905.644295609
2017-06-18 00:00:00,5129905.644295609
